Order_Date,Qty,Vendor,Location,Material_Num,Order_Type,DAYS
12/10/2019,60,165818,03,1360048,A,20
10/08/2019,15,165818,07,1360048,A,12
01/07/2020,23,165818,07,1360048,A,70
03/31/2020,20,165818,05,1360048,A,32
01/25/2019,44,165818,03,1360048,B,65
11/21/2018,14,165818,03,1360048,B,20
04/03/2020,56,165818,07,1360048,A,22
04/01/2020,3,165818,03,1360048,A,20
09/11/2019,2,165818,05,1360048,A,20
02/03/2020,64,165818,03,1360048,A,24
02/14/2019,40,165818,07,1360048,B,34
08/28/2020,52,165818,05,1360048,A,94
07/08/2020,37,165818,07,1360048,A,107
08/26/2020,32,165818,07,1360048,A,92
09/12/2019,61,165818,03,1360048,A,42
01/09/2020,17,165818,05,1360048,A,72
09/02/2020,73,165818,03,1360048,A,99
09/11/2019,28,165818,03,1360048,A,20
03/06/2019,7,165818,07,1360048,B,54
09/03/2019,37,165818,03,1360048,A,33
02/21/2020,76,165818,03,1360048,A,36
10/03/2019,7,165818,07,1360048,A,15
09/12/2019,9,165818,07,1360048,A,21
09/01/2020,31,165818,05,1360048,A,98
11/21/2018,30,165818,05,1360048,B,28
12/12/2018,5,165818,07,1360048,B,26
02/13/2020,37,165818,07,1360048,A,21
01/02/2019,10,165818,05,1360048,B,16
11/20/2019,49,165818,07,1360048,A,48
09/17/2019,3,165818,03,1360048,A,11
04/02/2020,9,165818,05,1360048,A,34
02/25/2020,15,165818,07,1360048,A,40
02/18/2019,9,165818,03,1360048,B,10
01/04/2019,31,165818,03,1360048,B,15
10/14/2019,82,165818,03,1360048,A,11
05/07/2020,106,165818,05,1360048,A,43
03/25/2019,17,165818,05,1360048,B,45
12/07/2018,3,165818,03,1360048,B,21
02/04/2020,44,165818,05,1360048,A,46
07/15/2019,24,165818,07,1360048,A,25
09/16/2019,35,165818,07,1360048,A,33
11/28/2018,48,165818,07,1360048,B,35
02/15/2019,32,165818,05,1360048,B,57
01/06/2020,25,165818,03,1360048,A,69
03/27/2020,17,165818,03,1360048,A,7
03/25/2019,13,165818,03,1360048,B,45
02/06/2020,44,165818,07,1360048,A,27
07/01/2019,28,165818,05,1360048,A,11
01/17/2020,6,165818,05,1360048,A,28
09/27/2019,11,165818,05,1360048,A,21
09/12/2019,44,165818,03,1360048,A,29
10/23/2019,25,165818,05,1360048,A,20
04/02/2019,14,165818,07,1360048,B,20
07/01/2020,37,165818,07,1360048,A,99
01/06/2020,27,165818,03,1360048,A,69
12/05/2018,30,165818,05,1360048,B,26
05/15/2020,38,165818,05,1360048,A,52
07/02/2020,37,165818,03,1360048,A,100
07/02/2020,38,165818,05,1360048,A,101
01/06/2020,27,165818,07,1360048,A,69
02/07/2020,12,165818,03,1360048,A,15
02/06/2020,18,165818,05,1360048,A,21
04/05/2019,50,165818,05,1360048,B,16
06/20/2019,25,165818,05,1360048,B,15
03/17/2020,19,165818,05,1360048,A,33
04/17/2020,118,165818,03,1360048,A,23
01/08/2020,26,165818,07,1360048,A,55
01/04/2019,11,165818,03,1360048,B,18
05/06/2020,54,165818,07,1360048,A,42
02/15/2019,2,165818,03,1360048,B,15
12/11/2018,22,165818,05,1360048,B,25
01/10/2020,14,165818,05,1360048,A,57
03/06/2020,22,165818,07,1360048,A,22
09/04/2020,52,165818,07,1360048,A,101
11/30/2018,55,165818,03,1360048,B,21
01/13/2020,20,165818,07,1360048,A,24
10/17/2019,51,165818,03,1360048,A,14
01/09/2020,16,165818,05,1360048,A,27
03/09/2020,13,165818,03,1360048,A,19
01/07/2020,17,165818,05,1360048,A,70
01/07/2019,15,165818,07,1360048,B,18
03/27/2019,5,165818,03,1360048,B,14
09/04/2020,37,165818,07,1360048,A,91
07/15/2019,14,165818,03,1360048,A,12
07/01/2019,27,165818,03,1360048,A,11
03/06/2019,18,165818,07,1360048,B,40
11/11/2019,107,165818,05,1360048,A,39
10/02/2020,23,165818,05,1360048,A,119
02/28/2019,13,165818,07,1360048,B,34
09/10/2020,52,165818,05,1360048,A,107
08/02/2019,10,165818,05,1360048,A,8
05/21/2020,37,165818,03,1360048,A,58
01/10/2020,40,165818,05,1360048,A,51
12/07/2018,8,160455,52,1360048,B,65
02/21/2020,8,165818,03,1360048,A,29
08/13/2019,62,165818,07,1360048,A,12
12/12/2018,5,165818,07,1360048,B,21
10/03/2019,49,165818,07,1360048,A,27
03/10/2020,99,165818,05,1360048,A,60
10/02/2020,32,165818,03,1360048,A,119
04/02/2019,46,165818,03,1360048,B,13
02/03/2020,48,165818,03,1360048,A,45
10/04/2019,44,114636,02,1360044,A,16
07/08/2019,50,114636,02,1360044,B,33
06/03/2019,7,114636,02,1360044,B,32
05/09/2019,17,114636,02,1360044,B,14
01/08/2020,15,114636,02,1360044,A,69
04/24/2020,65,114636,04,1360044,A,30
06/21/2019,5,114636,04,1360044,B,50
03/04/2019,7,114636,06,1360044,B,17
09/30/2020,18,114636,04,1360044,A,117
01/07/2020,4,114636,02,1360044,A,70
11/26/2018,27,114636,04,1360044,B,17
01/08/2020,1,114636,04,1360044,A,71
08/04/2020,15,114636,06,1360044,A,64
11/19/2019,5,114636,02,1360044,A,54
12/19/2018,34,114636,07,1360044,B,22
07/08/2019,47,114636,02,1360044,B,38
10/08/2019,10,114636,02,1360044,A,32
01/09/2020,35,114636,06,1360044,A,62
08/27/2020,15,114636,06,1360044,A,93
11/20/2018,32,114636,04,1360044,B,60
09/23/2019,17,114636,07,1360044,A,63
06/11/2020,97,114636,06,1360044,A,79
09/23/2019,16,114636,04,1360044,A,53
10/06/2020,10,161882,52,1360044,B,99
01/03/2019,85,114636,04,1360044,B,43
07/11/2019,13,114636,06,1360044,B,41
01/20/2020,8,158962,52,1360044,B,81
11/16/2018,6,158962,52,1360044,B,14
09/29/2020,8,158963,52,1360044,B,53
07/07/2020,4,161882,52,1360044,B,62
01/08/2020,1,114636,04,1360044,A,71
04/03/2019,20,114636,04,1360044,B,27
01/08/2020,7,114636,06,1360044,A,69
03/13/2019,4,158962,52,1360044,B,13
11/20/2019,5,114636,04,1360044,A,55
11/05/2019,36,114636,02,1360044,A,33
01/07/2020,5,114636,02,1360044,A,70
07/02/2019,10,114636,06,1360044,B,61
01/08/2020,1,114636,06,1360044,A,71
11/12/2018,18,114636,06,1360044,B,35
09/17/2019,29,114636,02,1360044,A,54
06/23/2020,42,114636,02,1360044,A,91
09/09/2019,8,114636,06,1360044,A,39
04/01/2019,56,114636,06,1360044,B,25
01/14/2020,8,114636,04,1360044,A,75
07/09/2019,26,114636,06,1360044,B,34
06/23/2020,97,114636,02,1360044,A,92
08/06/2020,52,114636,06,1360044,A,136
07/15/2019,1,114636,04,1360044,A,25
10/02/2019,45,114636,04,1360044,A,14
01/08/2020,1,114636,06,1360044,A,71
12/07/2018,98,114636,03,1360044,B,10
09/12/2019,25,114636,06,1360044,A,49
09/01/2020,31,114636,04,1360044,A,98
03/29/2019,19,114636,06,1360044,B,22
09/10/2019,23,114636,06,1360044,A,19
09/18/2019,63,114636,05,1360044,A,58
01/02/2020,49,114636,06,1360044,A,104
09/09/2020,20,114636,06,1360044,A,106
01/07/2020,15,114636,02,1360044,A,68
09/03/2020,19,114636,04,1360044,A,100
03/24/2020,27,114636,02,1360044,A,12
01/07/2020,8,114636,04,1360044,A,68
10/22/2019,16,114636,04,1360044,A,13
06/03/2019,1,114636,04,1360044,B,39
11/16/2018,6,158962,52,1360044,B,37
07/10/2020,49,114636,04,1360044,A,109
04/01/2020,24,114636,02,1360044,A,12
11/26/2018,35,114636,02,1360044,B,53
11/20/2018,33,114636,04,1360044,B,43
10/03/2019,17,114636,06,1360044,A,27
03/13/2019,8,158962,52,1360044,B,12
10/22/2019,24,114636,06,1360044,A,19
09/12/2019,2,114636,04,1360044,A,21
12/03/2018,70,114636,02,1360044,B,17
06/18/2019,4,158962,52,1360044,B,50
03/01/2019,10,158962,52,1360044,B,51
11/29/2018,30,114636,06,1360044,B,20
07/13/2020,45,114636,06,1360044,A,112
01/07/2020,5,114636,02,1360044,A,70
06/04/2019,8,114636,06,1360044,B,40
10/22/2019,35,114636,04,1360044,A,19
11/01/2019,19,114636,02,1360044,A,23
09/27/2019,4,114636,04,1360044,A,44
03/30/2020,5,114636,04,1360044,A,10
10/01/2019,13,114636,04,1360044,A,25
09/17/2019,25,114636,04,1360044,A,54
12/18/2018,84,114636,05,1360044,B,21
01/09/2020,2,114636,06,1360044,A,72
04/01/2020,32,114636,06,1360044,A,20
07/02/2019,48,114636,04,1360044,B,27
08/31/2020,21,114636,02,1360044,A,91
03/31/2020,25,114636,02,1360044,A,11
10/29/2020,26,114637,02,1360044,A,36
09/10/2019,51,114636,03,1360044,A,53
04/22/2020,71,114636,06,1360044,A,28
01/07/2020,50,114636,02,1360044,A,60
09/03/2020,24,114636,04,1360044,A,94
01/09/2020,8,114636,06,1360044,A,70
07/21/2020,84,114636,04,1360044,A,119
09/11/2019,11,114636,02,1360044,A,20
01/27/2020,51,114636,04,1360044,A,80
08/31/2020,21,114636,02,1360044,A,97
07/01/2019,9,114636,04,1360044,B,26
07/20/2020,13,114636,04,1360044,A,118
10/28/2020,55,114637,02,1360044,A,35
10/18/2019,18,114636,06,1360044,A,9
09/01/2020,28,114636,02,1360044,A,98
05/22/2020,55,114636,02,1360044,A,59
10/05/2020,28,114636,06,1360044,A,122
12/18/2018,31,114636,06,1360044,B,27
05/08/2020,116,114636,02,1360044,A,44
01/08/2020,1,114636,04,1360044,A,71
07/08/2019,54,114636,04,1360044,B,38
09/21/2020,24,114636,02,1360044,A,108
03/28/2019,18,114636,02,1360044,B,21
04/01/2020,38,114636,06,1360044,A,12
09/17/2019,16,114636,02,1360044,A,47
10/11/2019,6,158962,52,1360044,B,31
03/12/2020,6,161882,52,1360044,B,36
07/09/2020,48,114636,04,1360044,A,108
05/15/2019,59,114636,02,1360072,B,27
12/18/2018,25,114636,06,1360072,B,21
12/13/2018,8,114636,04,1360072,B,87
09/17/2019,29,114636,04,1360072,A,54
06/01/2020,16,114636,06,1360072,A,68
01/08/2020,74,114636,02,1360072,A,19
12/27/2018,172,114636,02,1360072,B,31
09/12/2019,27,114636,06,1360072,A,49
05/10/2019,75,114636,06,1360072,B,22
04/28/2020,6,114636,04,1360072,A,34
09/01/2020,113,114636,04,1360072,A,98
03/30/2020,46,114636,04,1360072,A,18
09/18/2020,48,114636,02,1360072,A,115
07/01/2019,152,114636,04,1360072,B,26
05/14/2020,93,114636,06,1360072,A,63
11/20/2018,57,114636,02,1360072,B,39
11/16/2018,6,158962,52,1360072,B,14
06/02/2020,186,114636,02,1360072,A,69
08/06/2020,40,114636,02,1360072,A,72
10/06/2020,1,161882,52,1360072,B,99
08/20/2019,29,114636,04,1360072,A,46
08/14/2019,32,114636,06,1360072,A,40
03/31/2020,20,114636,02,1360072,A,11
08/21/2020,100,114636,04,1360072,A,87
05/10/2019,50,114636,02,1360072,B,15
11/29/2018,13,114636,06,1360072,B,20
03/30/2020,9,114636,04,1360072,A,10
07/09/2019,100,114636,06,1360072,B,34
10/02/2020,27,114636,06,1360072,A,119
01/20/2020,1,158962,52,1360072,B,81
09/29/2020,20,158963,52,1360072,B,53
07/08/2019,23,114636,06,1360072,B,47
01/07/2020,88,114636,02,1360072,A,60
05/10/2019,66,114636,04,1360072,B,22
12/18/2018,25,114636,02,1360072,B,39
08/10/2020,160,114636,04,1360072,A,70
07/07/2020,10,161882,52,1360072,B,62
03/13/2019,8,158962,52,1360072,B,12
08/16/2019,36,114636,02,1360072,A,42
07/28/2020,77,114636,06,1360072,A,57
08/27/2020,9,161882,52,1360072,B,59
09/01/2020,98,114636,02,1360072,A,98
01/08/2020,10,114636,04,1360072,A,69
06/04/2019,10,114636,06,1360072,B,40
12/04/2018,20,158962,52,1360072,B,32
10/22/2019,29,114636,06,1360072,A,19
08/01/2020,195,114636,02,1360072,A,61
07/09/2019,37,114636,02,1360072,B,39
05/12/2020,143,114636,04,1360072,A,48
03/12/2020,6,161882,52,1360072,B,36
06/18/2020,79,114636,06,1360072,A,86
09/30/2020,17,114636,04,1360072,A,117
07/07/2020,4,161882,52,1360072,B,62
07/01/2020,78,114636,02,1360072,A,100
03/26/2019,6,114636,06,1360072,B,13
12/17/2018,68,114636,06,1360072,B,66
01/07/2020,11,114636,04,1360072,A,68
07/08/2019,133,114636,02,1360072,B,33
11/21/2018,19,114636,04,1360072,B,28
01/08/2020,69,114636,06,1360072,A,19
01/02/2020,75,114636,06,1360072,A,104
10/02/2019,13,114636,04,1360072,A,14
09/09/2019,58,114636,06,1360072,A,39
12/17/2018,13,114636,06,1360072,B,26
04/12/2019,4,114636,06,1360072,B,8
09/29/2020,8,158963,52,1360072,B,53
01/07/2020,44,114636,02,1360072,A,68
06/25/2020,63,114636,06,1360072,A,30
01/09/2020,10,114636,06,1360072,A,70
01/10/2020,50,114636,04,1360072,A,21
07/11/2019,26,114636,06,1360072,B,41
08/03/2020,42,114636,06,1360072,A,63
04/25/2019,67,114636,06,1360072,B,28
07/31/2020,21,114636,06,1360072,A,60
01/27/2020,81,114636,04,1360072,A,80
09/09/2020,70,114636,06,1360072,A,106
10/04/2019,25,114636,02,1360072,A,16
05/28/2020,78,114636,02,1360072,A,65
11/14/2018,92,114636,04,1360072,B,33
11/26/2018,44,114636,04,1360072,B,17
06/18/2019,10,158962,52,1360072,B,50
03/12/2019,16,114636,06,1360072,B,32
09/02/2020,10,161882,52,1360072,B,79
09/17/2019,33,114636,02,1360072,A,54
06/18/2019,4,158962,52,1360072,B,50
09/23/2019,71,114636,04,1360072,A,53
11/26/2018,62,114636,02,1360072,B,53
01/09/2020,43,114636,06,1360072,A,62
10/03/2019,38,114636,06,1360072,A,27
11/20/2018,108,114636,04,1360072,B,43
07/08/2019,50,114636,04,1360072,B,47
03/23/2020,113,114636,02,1360072,A,11
09/02/2020,10,161882,52,1360072,B,79
09/16/2019,50,158962,52,1360072,B,73
11/19/2019,93,114636,04,1360072,A,54
10/22/2019,30,158962,52,1360072,B,15
11/18/2019,37,114636,06,1360072,A,53
03/11/2020,26,114636,06,1360072,A,12
06/03/2019,11,114636,04,1360072,B,39
05/15/2020,77,114636,06,1360072,A,51
03/13/2019,4,158962,52,1360072,B,13
07/08/2019,70,114636,04,1360072,B,38
01/09/2020,10,114636,06,1360072,A,70
10/11/2019,6,158962,52,1360072,B,31
03/01/2019,10,158962,52,1360072,B,51
03/11/2019,159,114636,04,1360072,B,31
01/14/2019,86,114636,04,1360072,B,48
02/05/2019,10,158962,52,1360072,B,95
11/09/2018,66,114636,06,1360072,B,32
09/23/2019,28,114636,07,1360072,A,63
11/19/2019,42,114636,02,1360072,A,54
12/18/2018,74,114636,04,1360072,B,27
09/19/2019,139,114636,05,1360072,A,59
08/04/2020,63,114636,04,1360072,A,64
09/10/2019,107,114636,03,1360072,A,53
11/05/2019,38,114636,02,1360072,A,33
08/27/2020,10,161882,52,1360072,B,59
05/28/2020,79,114636,04,1360072,A,65
09/17/2019,128,114636,02,1360072,A,47
11/21/2018,40,114636,06,1360072,B,28
09/21/2020,23,114636,02,1360072,A,108
07/10/2020,79,114636,04,1360072,A,109
11/16/2018,8,158962,52,1360072,B,37
02/04/2020,22,114636,04,1360072,A,19
03/20/2020,23,114636,02,1360072,A,64
10/22/2019,49,114636,04,1360072,A,19
01/08/2020,44,114636,02,1360072,A,69
07/03/2019,54,114636,02,1360072,B,42
12/04/2018,135,114636,02,1360072,B,18
02/27/2019,10,158962,52,1360072,B,27
07/02/2020,79,114636,06,1360072,A,101
02/21/2020,25,114636,06,1360072,A,36
01/08/2020,38,114636,02,1360072,A,26
10/01/2020,1,114636,05,1360019,A,118
07/08/2019,2,114636,02,1360019,B,38
10/06/2020,2,158963,52,1360019,B,60
12/12/2018,4,114636,04,1360019,B,61
07/08/2019,6,114636,03,1360019,B,46
01/07/2020,4,114636,03,1360019,A,22
09/16/2020,1,114636,03,1360019,A,112
03/10/2020,5,114636,05,1360019,A,57
01/08/2020,8,114636,05,1360019,A,16
10/08/2020,1,114636,03,1360019,A,125
09/04/2020,1,114636,07,1360019,A,100
11/01/2019,2,114636,03,1360019,A,67
03/16/2020,7,114636,03,1360019,A,63
09/16/2020,1,114636,05,1360019,A,112
05/03/2019,2,114636,04,1360019,B,36
08/17/2020,1,114636,05,1360019,A,82
07/23/2019,3,114636,02,1360019,B,47
05/02/2019,4,114636,06,1360019,B,35
03/30/2020,3,114636,03,1360019,A,6
01/08/2019,4,114636,02,1360019,B,88
05/12/2020,3,114636,03,1360019,A,48
04/04/2019,7,114636,02,1360019,B,7
03/26/2020,2,114636,05,1360019,A,14
09/09/2020,1,114636,07,1360019,A,100
06/28/2019,2,114636,05,1360019,B,36
03/19/2019,1,114636,06,1360019,B,39
05/14/2020,3,114636,05,1360019,A,50
09/25/2019,5,114636,02,1360019,A,47
09/22/2020,1,114636,07,1360019,A,118
03/12/2020,2,114636,07,1360019,A,59
08/17/2020,2,114636,05,1360019,A,77
03/18/2019,4,114636,04,1360019,B,38
09/03/2020,2,114636,03,1360019,A,94
03/10/2020,4,114636,07,1360019,A,57
04/01/2020,2,114636,07,1360019,A,9
01/14/2019,4,114636,06,1360019,B,94
03/30/2020,3,114636,05,1360019,A,7
09/24/2019,2,114636,04,1360019,A,46
08/01/2019,3,114636,06,1360019,B,57
03/23/2020,2,114636,03,1360019,A,11
08/04/2020,1,114636,03,1360019,A,69
03/11/2019,3,114636,02,1360019,B,31
07/26/2019,7,114636,04,1360019,B,50
07/19/2019,5,114636,07,1360019,B,57
09/10/2020,1,114636,05,1360081,A,106
05/14/2020,2,114636,05,1360081,A,52
03/18/2019,1,114636,04,1360081,B,38
01/07/2020,1,114636,03,1360081,A,67
01/14/2019,4,114636,06,1360081,B,94
11/12/2019,1,114636,03,1360081,A,19
09/24/2019,8,114636,04,1360081,A,53
12/18/2018,7,114636,02,1360081,B,67
06/17/2020,5,114636,05,1360081,A,56
07/08/2019,3,114636,02,1360081,B,38
11/11/2019,3,114636,05,1360081,A,18
06/18/2019,2,114636,07,1360081,B,47
06/19/2020,3,114636,07,1360081,A,63
09/04/2020,1,114636,07,1360081,A,100
12/12/2018,8,114636,04,1360081,B,61
10/02/2020,3,114636,03,1360081,A,123
04/03/2020,3,114636,05,1360081,A,11
08/01/2019,3,114636,06,1360081,B,57
03/12/2020,1,114636,05,1360081,A,80
09/25/2020,1,114636,05,1360081,A,121
07/08/2019,1,114636,04,1360081,B,38
11/27/2018,4,114636,02,1360081,B,54
06/17/2020,1,114636,03,1360081,A,61
09/14/2020,2,114636,07,1360081,A,105
11/08/2018,3,114636,06,1360081,B,31
08/04/2020,1,114636,03,1360081,A,69
07/26/2019,4,114636,04,1360081,B,50
06/19/2019,1,114636,07,1360081,B,35
06/17/2019,1,114636,05,1360081,B,46
11/13/2018,1,114636,06,1360081,B,36
05/03/2019,2,114636,04,1360081,B,36
09/19/2019,11,114636,02,1360081,A,48
03/20/2020,1,114636,07,1360081,A,57
07/14/2020,2,114636,03,1360081,A,71
10/09/2020,1,114636,05,1360081,A,126
03/21/2019,1,114636,04,1360081,B,28
07/06/2020,1,114636,07,1360081,A,75
09/16/2019,2,158962,52,1360081,B,73
04/23/2019,1,114636,05,1360081,B,19
05/17/2019,4,114636,03,1360081,B,36
01/07/2020,5,114636,03,1360081,A,22
09/11/2019,3,114636,06,1360081,A,40
01/10/2020,1,114636,07,1360081,A,70
10/02/2020,1,114636,03,1360081,A,119
01/08/2019,4,114636,04,1360081,B,92
03/20/2020,3,114636,03,1360081,A,67
07/01/2020,1,114636,03,1360081,A,70
07/23/2019,7,114636,02,1360081,B,47
06/17/2020,2,114636,05,1360081,A,61
09/14/2020,1,114636,07,1360081,A,110
03/26/2020,4,114636,05,1360081,A,70
01/08/2020,1,114636,05,1360081,A,16
03/23/2020,7,114636,02,1360081,A,24
10/02/2020,1,114636,07,1360081,A,119
06/17/2019,3,114636,04,1360081,B,60
04/01/2020,5,114636,07,1360081,A,9
09/11/2020,4,114636,05,1360081,A,102
01/06/2020,2,114636,05,1360081,A,66
03/11/2020,9,114636,03,1360081,A,58
07/26/2019,3,114636,05,1360081,B,72
09/15/2020,1,114636,03,1360081,A,111
05/12/2020,2,114636,03,1360084,A,48
09/19/2019,2,114636,02,1360084,A,48
03/10/2020,2,114636,05,1360084,A,57
11/11/2019,6,114636,03,1360084,A,32
02/05/2019,2,158962,52,1360084,B,95
10/23/2019,1,114636,05,1360084,A,20
09/10/2019,1,114636,03,1360084,A,53
04/03/2020,1,114636,05,1360084,A,22
05/20/2020,3,114636,07,1360084,A,69
06/17/2020,2,114636,05,1360084,A,84
11/27/2018,1,114636,02,1360084,B,34
06/16/2020,1,114636,05,1360084,A,83
06/02/2020,1,114636,03,1360084,A,70
01/23/2019,1,114636,02,1360084,B,75
11/01/2019,4,114636,03,1360084,A,67
04/03/2020,1,114636,03,1360084,A,22
09/10/2019,1,114636,03,1360084,A,67
03/16/2020,2,114636,03,1360084,A,17
04/20/2020,2,114636,03,1360084,A,27
09/24/2019,2,114636,04,1360084,A,46
04/03/2020,1,114636,03,1360012,A,10
10/15/2020,2,114636,03,1360012,A,43
03/18/2019,2,114636,04,1360012,B,38
01/14/2020,1,114636,05,1360012,A,74
08/17/2020,1,114636,05,1360012,A,82
02/06/2019,3,114636,06,1360012,B,71
10/24/2019,1,114636,07,1360012,A,27
11/27/2018,4,114636,02,1360012,B,34
05/26/2020,2,114636,03,1360012,A,63
01/09/2020,3,114636,07,1360012,A,17
03/27/2020,3,114636,03,1360012,A,95
10/22/2019,2,158962,52,1360012,B,15
08/06/2020,1,114636,03,1360012,A,71
10/15/2020,1,114636,05,1360012,A,43
10/08/2019,1,114636,02,1360012,A,55
12/20/2019,1,114636,05,1360012,A,168
05/31/2019,4,114636,06,1360012,B,36
09/03/2020,1,114636,05,1360012,A,94
01/07/2020,3,114636,03,1360012,A,67
10/07/2019,2,114636,05,1360012,A,10
09/25/2020,1,114636,05,1360012,A,30
01/13/2020,1,114636,05,1360012,A,192
05/17/2019,2,114636,03,1360012,B,36
06/21/2019,1,114636,03,1360012,B,50
01/07/2020,1,114636,03,1360012,A,70
01/08/2020,2,114636,05,1360012,A,16
01/08/2019,3,114636,02,1360012,B,88
09/03/2020,1,114636,05,1360012,A,99
01/14/2019,1,114636,04,1360012,B,48
06/03/2019,2,114636,04,1360012,B,39
09/09/2019,1,114636,02,1360012,A,45
05/14/2020,5,114636,05,1360012,A,50
01/09/2020,2,114636,07,1360012,A,24
09/23/2020,2,114636,05,1360012,A,21
02/05/2019,3,114636,06,1360012,B,76
09/10/2019,4,114636,02,1360012,A,82
02/19/2019,2,114636,02,1360012,B,20
01/14/2019,1,114636,04,1360012,B,54
02/07/2020,1,114636,05,1360012,A,217
03/11/2019,4,114636,02,1360012,B,31
06/02/2020,6,114636,03,1360012,A,70
04/02/2020,3,114636,05,1360012,A,10
01/07/2020,2,114636,03,1360012,A,22
05/12/2020,2,114636,03,1360012,A,48
09/28/2020,1,114636,03,1360012,A,26
01/10/2020,1,114636,07,1360012,A,73
02/12/2019,4,114636,04,1360012,B,95
10/03/2019,2,158962,52,1360012,B,90
10/15/2020,1,114636,05,1360012,A,43
09/17/2019,7,114636,05,1360012,A,74
03/27/2020,1,114636,03,1360012,A,71
08/14/2020,1,114636,03,1360012,A,74
07/01/2020,8,114636,03,1360012,A,100
04/02/2020,2,114636,05,1360012,A,101
08/27/2020,1,114636,07,1360012,A,92
08/14/2020,2,114636,03,1360012,A,70
05/29/2019,4,114636,02,1360012,B,34
06/02/2020,1,114636,03,1360016,A,70
01/09/2020,2,114636,07,1360016,A,17
06/25/2020,1,114636,03,1360016,A,94
09/15/2020,1,114636,03,1360016,A,111
04/01/2020,3,114636,03,1360016,A,8
10/08/2019,3,114636,02,1360016,A,55
03/27/2020,1,114636,03,1360016,A,71
03/23/2020,2,114636,07,1360016,A,67
06/10/2019,1,114636,02,1360016,B,53
09/23/2019,6,114636,07,1360016,A,63
09/25/2019,1,114636,02,1360016,A,47
09/25/2019,2,114636,04,1360016,A,61
01/08/2020,2,114636,05,1360016,A,16
08/15/2019,5,114636,05,1360016,A,24
07/29/2019,5,114636,03,1360016,A,24
05/14/2020,1,114636,05,1360016,A,52
01/28/2020,1,114636,03,1360016,A,81
05/29/2019,1,114636,02,1360016,B,34
01/07/2020,4,114636,03,1360016,A,22
03/27/2020,1,114636,05,1360016,A,71
04/02/2020,4,114636,05,1360016,A,101
10/02/2020,2,114636,03,1360016,A,119
09/23/2020,1,114636,05,1360054,A,119
05/07/2020,3,114636,03,1360054,A,44
01/22/2019,6,114636,04,1360054,B,102
09/10/2020,1,114636,05,1360054,A,106
09/14/2020,1,114636,07,1360054,A,110
01/07/2020,2,114636,03,1360054,A,22
06/16/2020,1,114636,05,1360054,A,83
06/02/2020,5,114636,03,1360054,A,70
09/10/2019,6,114636,03,1360054,A,67
09/15/2020,1,114636,03,1360054,A,111
05/01/2020,1,114636,03,1360054,A,37
04/01/2020,1,114636,07,1360054,A,9
03/23/2020,2,114636,03,1360054,A,11
03/16/2020,1,114636,05,1360054,A,60
03/11/2020,4,114636,03,1360054,A,79
12/11/2018,11,114636,04,1360054,B,60
01/08/2019,4,114636,04,1360054,B,92
01/14/2019,12,114636,02,1360054,B,94
05/12/2020,1,114636,03,1360054,A,48
10/15/2020,1,114636,05,1360054,A,43
09/16/2020,1,114636,03,1360054,A,112
03/30/2020,2,114636,05,1360054,A,7
08/06/2020,4,114636,03,1360054,A,66
01/17/2019,3,114636,06,1360054,B,77
11/26/2018,4,114636,02,1360054,B,49
03/20/2020,3,114636,07,1360054,A,64
06/25/2020,5,114636,03,1360054,A,94
09/22/2020,2,161882,52,1360054,B,99
01/08/2020,1,114636,05,1360054,A,16
10/14/2020,5,114636,05,1360054,A,135
09/09/2020,2,114636,07,1360054,A,100
06/16/2020,5,114636,05,1360054,A,43
09/14/2020,1,114636,07,1360054,A,105
09/11/2019,2,114636,07,1360054,A,68
01/14/2019,11,114636,06,1360054,B,94
09/17/2019,8,114636,05,1360054,A,74
11/13/2018,2,114636,06,1360054,B,36
03/12/2020,4,114636,05,1360054,A,80
09/29/2020,2,158963,52,1360054,B,53
01/09/2020,1,114636,07,1360054,A,24
10/22/2019,4,158962,52,1360058,B,15
09/16/2020,1,114636,03,1360058,A,112
01/16/2020,1,114636,05,1360058,A,65
01/02/2020,9,114636,03,1360058,A,49
08/01/2019,1,114636,06,1360058,B,57
07/07/2020,2,161882,52,1360058,B,62
09/25/2019,1,114636,02,1360058,A,47
01/09/2020,2,114636,07,1360058,A,62
08/04/2020,1,114636,03,1360058,A,69
01/28/2020,3,114636,03,1360058,A,81
09/24/2019,2,114636,04,1360058,A,46
09/16/2019,2,158962,52,1360058,B,73
10/08/2019,2,114636,03,1360058,A,11
11/22/2019,1,114636,05,1360058,A,10
06/18/2019,2,158962,52,1360058,B,50
09/25/2019,1,114636,06,1360058,A,47
03/30/2020,2,114636,03,1360058,A,6
10/15/2020,1,114636,03,1360058,A,43
10/02/2020,1,114636,03,1360058,A,123
01/06/2020,4,114636,05,1360058,A,59
10/02/2020,1,114636,03,1360058,A,119
07/26/2019,2,114636,04,1360058,B,50
09/22/2020,1,161882,52,1360058,B,99
01/08/2020,2,114636,05,1360058,A,16
11/19/2019,1,114636,03,1360058,A,11
09/02/2020,1,161882,52,1360058,B,79
06/13/2019,16,180427,06,1360053,B,49
06/26/2019,12,180427,04,1360053,B,48
06/19/2019,25,160237,52,1360053,B,99
08/11/2020,17,160237,52,1360053,B,64
09/18/2019,32,160237,52,1360053,B,48
08/26/2020,24,180427,06,1360053,A,92
11/13/2018,15,261,06,1360053,B,68
04/23/2019,2,160237,52,1360053,B,78
